Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/orders?user_id=3471,1,1,34307.81140000181,34307.81140000181,34307.81140000181,34307.81140000181,21.0,0.00654915718479559,0.00654915718479559,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
PUT,/orders?user_id=3491&order_date=2022-04-11+19%3A39%3A50,1,0,14846.466200000577,14846.466200000577,14846.466200000577,14846.466200000577,4.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/orders?user_id=3504,3,1,18000.0,22977.54990000006,9115.855399999418,41363.148500000534,5011.666666666667,0.01964747155438677,0.00654915718479559,18000,18000,41000,41000,41000,41000,41000,41000,41000,41000,41000
PUT,/orders?user_id=3533&order_date=2022-04-11+19%3A39%3A41,1,0,15306.835999999748,15306.835999999748,15306.835999999748,15306.835999999748,4.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
PUT,/orders?user_id=3533&order_date=2022-04-11+19%3A40%3A58,1,0,21139.49049999792,21139.49049999792,21139.49049999792,21139.49049999792,4.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
PUT,/orders?user_id=3565&order_date=2022-04-11+19%3A39%3A31,1,0,13535.261199998786,13535.261199998786,13535.261199998786,13535.261199998786,4.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
PUT,/orders?user_id=3565&order_date=2022-04-11+19%3A39%3A53,1,1,24875.714399997378,24875.714399997378,24875.714399997378,24875.714399997378,21.0,0.00654915718479559,0.00654915718479559,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
PUT,/orders?user_id=3575&order_date=2022-04-11+19%3A39%3A29,1,0,16342.115899999044,16342.115899999044,16342.115899999044,16342.115899999044,4.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
PUT,/orders?user_id=3575&order_date=2022-04-11+19%3A39%3A56,1,0,15172.324099999969,15172.324099999969,15172.324099999969,15172.324099999969,4.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
PUT,/orders?user_id=3575&order_date=2022-04-11+19%3A40%3A24,1,0,30541.96729999967,30541.96729999967,30541.96729999967,30541.96729999967,4.0,0.00654915718479559,0.0,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
PUT,/orders?user_id=358&order_date=2022-04-11+19%3A39%3A17,1,0,6594.756399998005,6594.756399998005,6594.756399998005,6594.756399998005,4.0,0.00654915718479559,0.0,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600
PUT,/orders?user_id=3606&order_date=2022-04-11+19%3A41%3A05,1,0,19631.156800001918,19631.156800001918,19631.156800001918,19631.156800001918,4.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
PUT,/orders?user_id=3611&order_date=2022-04-11+19%3A39%3A10,1,0,10487.603400000808,10487.603400000808,10487.603400000808,10487.603400000808,4.0,0.00654915718479559,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
PUT,/orders?user_id=3611&order_date=2022-04-11+19%3A40%3A21,1,0,32404.13449999687,32404.13449999687,32404.13449999687,32404.13449999687,4.0,0.00654915718479559,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
GET,/orders?user_id=3619,1,0,43592.086600001494,43592.086600001494,43592.086600001494,43592.086600001494,3988.0,0.00654915718479559,0.0,44000,44000,44000,44000,44000,44000,44000,44000,44000,44000,44000
PUT,/orders?user_id=3640&order_date=2022-04-11+19%3A40%3A56,1,0,19812.29489999896,19812.29489999896,19812.29489999896,19812.29489999896,4.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/orders?user_id=3644,3,2,14000.0,19781.760800000484,3613.8553000018874,41340.854500002024,2957.6666666666665,0.01964747155438677,0.01309831436959118,14000,14000,41000,41000,41000,41000,41000,41000,41000,41000,41000
PUT,/orders?user_id=3650&order_date=2022-04-11+19%3A39%3A17,1,0,5781.177400000161,5781.177400000161,5781.177400000161,5781.177400000161,4.0,0.00654915718479559,0.0,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
PUT,/orders?user_id=3650&order_date=2022-04-11+19%3A39%3A51,1,0,14269.105299998046,14269.105299998046,14269.105299998046,14269.105299998046,4.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
PUT,/orders?user_id=3650&order_date=2022-04-11+19%3A40%3A16,1,1,36313.028500000655,36313.028500000655,36313.028500000655,36313.028500000655,21.0,0.00654915718479559,0.00654915718479559,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
PUT,/orders?user_id=3651&order_date=2022-04-11+19%3A39%3A23,1,1,68387.45810000182,68387.45810000182,68387.45810000182,68387.45810000182,21.0,0.00654915718479559,0.00654915718479559,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
GET,/orders?user_id=3697,2,1,21069.926300002408,28267.264550002437,21069.926300002408,35464.60280000247,3115.5,0.01309831436959118,0.00654915718479559,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
PUT,/orders?user_id=373&order_date=2022-04-11+19%3A39%3A25,1,0,66994.97780000092,66994.97780000092,66994.97780000092,66994.97780000092,4.0,0.00654915718479559,0.0,67000,67000,67000,67000,67000,67000,67000,67000,67000,67000,67000
